corpus_item_id,title_candidate,author_candidate,filename,path_norm,ext,mime_or_ext,size_bytes,size_mb,topdir,folder,source_solemon_crawl,source_recoll_manifest,dedupe_key,duplicate_group_size,is_duplicate_candidate,corpus_class_preliminary,evidence_grade,verification_status,claim_use_allowed,notes
DOC_6fdaf8ef3644,00494___627e8c562ccc126ba641def630354097,,00494___627e8c562ccc126ba641def630354097.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00494___627e8c562ccc126ba641def630354097.pdf,.pdf,.pdf,321907,0.31,GHANA_B,files,True,False,00494___627e8c562ccc126ba641def630354097.pdf|321907,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_fea4857ae9c9,00495___4e79ef98a5d1e71c0032653e8e3bc057,,00495___4e79ef98a5d1e71c0032653e8e3bc057.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00495___4e79ef98a5d1e71c0032653e8e3bc057.pdf,.pdf,.pdf,318507,0.3,GHANA_B,files,True,False,00495___4e79ef98a5d1e71c0032653e8e3bc057.pdf|318507,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_9b68d172cdca,00496___c0989dc0d8b35ba7c73e4905800f6e93,,00496___c0989dc0d8b35ba7c73e4905800f6e93.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00496___c0989dc0d8b35ba7c73e4905800f6e93.pdf,.pdf,.pdf,317283,0.3,GHANA_B,files,True,False,00496___c0989dc0d8b35ba7c73e4905800f6e93.pdf|317283,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_14af78192aad,00497___957f5a9ebb48e17a34ded3cf7cd7e755,,00497___957f5a9ebb48e17a34ded3cf7cd7e755.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00497___957f5a9ebb48e17a34ded3cf7cd7e755.pdf,.pdf,.pdf,302778,0.29,GHANA_B,files,True,False,00497___957f5a9ebb48e17a34ded3cf7cd7e755.pdf|302778,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_f24e436f66f1,00498___5e0f938d78f019455eece625f8c684ca,,00498___5e0f938d78f019455eece625f8c684ca.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00498___5e0f938d78f019455eece625f8c684ca.pdf,.pdf,.pdf,297023,0.28,GHANA_B,files,True,False,00498___5e0f938d78f019455eece625f8c684ca.pdf|297023,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_e425b104f3ea,00499___0536fc7ca6a7e41708e581716de7a561,,00499___0536fc7ca6a7e41708e581716de7a561.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00499___0536fc7ca6a7e41708e581716de7a561.pdf,.pdf,.pdf,297517,0.28,GHANA_B,files,True,False,00499___0536fc7ca6a7e41708e581716de7a561.pdf|297517,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_20135156a143,00500___80862322a8f1228f9b51e89707c68151,,00500___80862322a8f1228f9b51e89707c68151.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00500___80862322a8f1228f9b51e89707c68151.pdf,.pdf,.pdf,297230,0.28,GHANA_B,files,True,False,00500___80862322a8f1228f9b51e89707c68151.pdf|297230,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_093503e4ee73,00501___dd5907d128d47cd35d614fc449f8f66b,,00501___dd5907d128d47cd35d614fc449f8f66b.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00501___dd5907d128d47cd35d614fc449f8f66b.pdf,.pdf,.pdf,297075,0.28,GHANA_B,files,True,False,00501___dd5907d128d47cd35d614fc449f8f66b.pdf|297075,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_8951fc19362b,00503___5b458147534cf767806f3253820ecd3e,,00503___5b458147534cf767806f3253820ecd3e.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00503___5b458147534cf767806f3253820ecd3e.pdf,.pdf,.pdf,317135,0.3,GHANA_B,files,True,False,00503___5b458147534cf767806f3253820ecd3e.pdf|317135,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_9f82d56a4ff5,00504___7740fda9d408f2d48e868d60dd6934d5,,00504___7740fda9d408f2d48e868d60dd6934d5.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00504___7740fda9d408f2d48e868d60dd6934d5.pdf,.pdf,.pdf,308888,0.29,GHANA_B,files,True,False,00504___7740fda9d408f2d48e868d60dd6934d5.pdf|308888,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_f294a423eff5,00505___534e6fcbd1af06a00bbe8123c4baa9b7,,00505___534e6fcbd1af06a00bbe8123c4baa9b7.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00505___534e6fcbd1af06a00bbe8123c4baa9b7.pdf,.pdf,.pdf,318527,0.3,GHANA_B,files,True,False,00505___534e6fcbd1af06a00bbe8123c4baa9b7.pdf|318527,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_5c6fe910172e,00506___8538fed7020f6392cae39f7021f33156,,00506___8538fed7020f6392cae39f7021f33156.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00506___8538fed7020f6392cae39f7021f33156.pdf,.pdf,.pdf,313618,0.3,GHANA_B,files,True,False,00506___8538fed7020f6392cae39f7021f33156.pdf|313618,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_4b8a05a11c05,00507___6ec03eeef140a711702793216df6dd67,,00507___6ec03eeef140a711702793216df6dd67.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00507___6ec03eeef140a711702793216df6dd67.pdf,.pdf,.pdf,320905,0.31,GHANA_B,files,True,False,00507___6ec03eeef140a711702793216df6dd67.pdf|320905,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_819e13d10948,00508___f5e97b1e0b2be04e04f72ab4bf3c6af5,,00508___f5e97b1e0b2be04e04f72ab4bf3c6af5.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00508___f5e97b1e0b2be04e04f72ab4bf3c6af5.pdf,.pdf,.pdf,319628,0.3,GHANA_B,files,True,False,00508___f5e97b1e0b2be04e04f72ab4bf3c6af5.pdf|319628,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_1db93f5f9455,00509___5321fb04302aa48b3e02edaddc2006e7,,00509___5321fb04302aa48b3e02edaddc2006e7.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00509___5321fb04302aa48b3e02edaddc2006e7.pdf,.pdf,.pdf,316840,0.3,GHANA_B,files,True,False,00509___5321fb04302aa48b3e02edaddc2006e7.pdf|316840,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_056f2dfa74ae,00510___9e0192d2ff771d41757427bf75c7a17c,,00510___9e0192d2ff771d41757427bf75c7a17c.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00510___9e0192d2ff771d41757427bf75c7a17c.pdf,.pdf,.pdf,321611,0.31,GHANA_B,files,True,False,00510___9e0192d2ff771d41757427bf75c7a17c.pdf|321611,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_3345e12156d7,00511___ec64c55d6b47a6065470d8220fce969f,,00511___ec64c55d6b47a6065470d8220fce969f.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00511___ec64c55d6b47a6065470d8220fce969f.pdf,.pdf,.pdf,320544,0.31,GHANA_B,files,True,False,00511___ec64c55d6b47a6065470d8220fce969f.pdf|320544,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_f7d14e004efe,00512___3169305e1cfafd8a0530939699160ee6,,00512___3169305e1cfafd8a0530939699160ee6.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00512___3169305e1cfafd8a0530939699160ee6.pdf,.pdf,.pdf,318158,0.3,GHANA_B,files,True,False,00512___3169305e1cfafd8a0530939699160ee6.pdf|318158,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_dea3b02d1d6c,00513___2b7f2013d6368652009116e5528f9287,,00513___2b7f2013d6368652009116e5528f9287.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00513___2b7f2013d6368652009116e5528f9287.pdf,.pdf,.pdf,308090,0.29,GHANA_B,files,True,False,00513___2b7f2013d6368652009116e5528f9287.pdf|308090,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_12c1654edde9,00515___f5e096cacc9085ca5225cd8c3bc57100,,00515___f5e096cacc9085ca5225cd8c3bc57100.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00515___f5e096cacc9085ca5225cd8c3bc57100.pdf,.pdf,.pdf,316068,0.3,GHANA_B,files,True,False,00515___f5e096cacc9085ca5225cd8c3bc57100.pdf|316068,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_7cf3f9fce2f2,00516___a366bcfa7146a3c97f2320f62615a686,,00516___a366bcfa7146a3c97f2320f62615a686.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00516___a366bcfa7146a3c97f2320f62615a686.pdf,.pdf,.pdf,321287,0.31,GHANA_B,files,True,False,00516___a366bcfa7146a3c97f2320f62615a686.pdf|321287,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_b05db39b1974,00517___4ce660678dff3a93309f85df10e25cd5,,00517___4ce660678dff3a93309f85df10e25cd5.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00517___4ce660678dff3a93309f85df10e25cd5.pdf,.pdf,.pdf,318496,0.3,GHANA_B,files,True,False,00517___4ce660678dff3a93309f85df10e25cd5.pdf|318496,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_bbcbef132792,00518___7ff02b2e374c8069463d580a1563ae5d,,00518___7ff02b2e374c8069463d580a1563ae5d.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00518___7ff02b2e374c8069463d580a1563ae5d.pdf,.pdf,.pdf,322487,0.31,GHANA_B,files,True,False,00518___7ff02b2e374c8069463d580a1563ae5d.pdf|322487,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_70aeefa7d246,00519___51a8a144c7b6b78f5710b3358f8c2fe7,,00519___51a8a144c7b6b78f5710b3358f8c2fe7.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00519___51a8a144c7b6b78f5710b3358f8c2fe7.pdf,.pdf,.pdf,318614,0.3,GHANA_B,files,True,False,00519___51a8a144c7b6b78f5710b3358f8c2fe7.pdf|318614,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_a5a6a7d7662e,00520___8df665aaa25ed39e551533609f6e518e,,00520___8df665aaa25ed39e551533609f6e518e.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00520___8df665aaa25ed39e551533609f6e518e.pdf,.pdf,.pdf,318167,0.3,GHANA_B,files,True,False,00520___8df665aaa25ed39e551533609f6e518e.pdf|318167,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_55ce5a625c63,00521___0db0804a8ec148767fff8c91ff506421,,00521___0db0804a8ec148767fff8c91ff506421.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00521___0db0804a8ec148767fff8c91ff506421.pdf,.pdf,.pdf,324076,0.31,GHANA_B,files,True,False,00521___0db0804a8ec148767fff8c91ff506421.pdf|324076,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_0d83f4c4d643,00522___c7ef00cf7ef732e4f1cbf0f2fb0e58dd,,00522___c7ef00cf7ef732e4f1cbf0f2fb0e58dd.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00522___c7ef00cf7ef732e4f1cbf0f2fb0e58dd.pdf,.pdf,.pdf,321796,0.31,GHANA_B,files,True,False,00522___c7ef00cf7ef732e4f1cbf0f2fb0e58dd.pdf|321796,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_1d1642976c31,00523___109aa9b563d2f3617e9e78469e83e401,,00523___109aa9b563d2f3617e9e78469e83e401.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00523___109aa9b563d2f3617e9e78469e83e401.pdf,.pdf,.pdf,296634,0.28,GHANA_B,files,True,False,00523___109aa9b563d2f3617e9e78469e83e401.pdf|296634,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_6c74c061a6e0,00524___1b2aa7ce1a5677200533b225f0f51041,,00524___1b2aa7ce1a5677200533b225f0f51041.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00524___1b2aa7ce1a5677200533b225f0f51041.pdf,.pdf,.pdf,271744,0.26,GHANA_B,files,True,False,00524___1b2aa7ce1a5677200533b225f0f51041.pdf|271744,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_05cb44d64c4b,00525___b786531669585d74a1849fdba4bd2efa,,00525___b786531669585d74a1849fdba4bd2efa.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00525___b786531669585d74a1849fdba4bd2efa.pdf,.pdf,.pdf,298944,0.29,GHANA_B,files,True,False,00525___b786531669585d74a1849fdba4bd2efa.pdf|298944,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_45b34407b146,00527___df4790ee3277a1b0bb72bee789c161db,,00527___df4790ee3277a1b0bb72bee789c161db.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00527___df4790ee3277a1b0bb72bee789c161db.pdf,.pdf,.pdf,318382,0.3,GHANA_B,files,True,False,00527___df4790ee3277a1b0bb72bee789c161db.pdf|318382,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_e1a44c2cce47,00528___e96885ffd3321f354b1cd663c05ef0f6,,00528___e96885ffd3321f354b1cd663c05ef0f6.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00528___e96885ffd3321f354b1cd663c05ef0f6.pdf,.pdf,.pdf,314264,0.3,GHANA_B,files,True,False,00528___e96885ffd3321f354b1cd663c05ef0f6.pdf|314264,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_64db2d93e203,00529___d8ef169346094dfcdf67933dbafd3be1,,00529___d8ef169346094dfcdf67933dbafd3be1.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00529___d8ef169346094dfcdf67933dbafd3be1.pdf,.pdf,.pdf,316862,0.3,GHANA_B,files,True,False,00529___d8ef169346094dfcdf67933dbafd3be1.pdf|316862,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_7a48a2ae9900,00530___f2a4ccac858e247d4c219e2435ebab1b,,00530___f2a4ccac858e247d4c219e2435ebab1b.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00530___f2a4ccac858e247d4c219e2435ebab1b.pdf,.pdf,.pdf,322300,0.31,GHANA_B,files,True,False,00530___f2a4ccac858e247d4c219e2435ebab1b.pdf|322300,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_3a6572c786ea,00531___1899a40230125fea181beaffc70bf1b0,,00531___1899a40230125fea181beaffc70bf1b0.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00531___1899a40230125fea181beaffc70bf1b0.pdf,.pdf,.pdf,324877,0.31,GHANA_B,files,True,False,00531___1899a40230125fea181beaffc70bf1b0.pdf|324877,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_e63f0ac44085,00532___f8a190fc1c5f002948f378c67f573532,,00532___f8a190fc1c5f002948f378c67f573532.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00532___f8a190fc1c5f002948f378c67f573532.pdf,.pdf,.pdf,318996,0.3,GHANA_B,files,True,False,00532___f8a190fc1c5f002948f378c67f573532.pdf|318996,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_49a39b7ec760,00533___8b87cb998cff35f01eeb16aa298efbd1,,00533___8b87cb998cff35f01eeb16aa298efbd1.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00533___8b87cb998cff35f01eeb16aa298efbd1.pdf,.pdf,.pdf,316039,0.3,GHANA_B,files,True,False,00533___8b87cb998cff35f01eeb16aa298efbd1.pdf|316039,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_ba441ff2d35a,00534___aec3c33bb482303762fd1a7c126e82c2,,00534___aec3c33bb482303762fd1a7c126e82c2.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00534___aec3c33bb482303762fd1a7c126e82c2.pdf,.pdf,.pdf,312990,0.3,GHANA_B,files,True,False,00534___aec3c33bb482303762fd1a7c126e82c2.pdf|312990,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_d0ed1b78ab28,00535___1739607e79fb0afbb410dfcef596f958,,00535___1739607e79fb0afbb410dfcef596f958.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00535___1739607e79fb0afbb410dfcef596f958.pdf,.pdf,.pdf,321798,0.31,GHANA_B,files,True,False,00535___1739607e79fb0afbb410dfcef596f958.pdf|321798,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_a851853d940f,00536___c624f90ad91bc6c2f3659f2ccfcca866,,00536___c624f90ad91bc6c2f3659f2ccfcca866.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00536___c624f90ad91bc6c2f3659f2ccfcca866.pdf,.pdf,.pdf,295697,0.28,GHANA_B,files,True,False,00536___c624f90ad91bc6c2f3659f2ccfcca866.pdf|295697,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_b392c2a283db,00537___3823812216a50808ac9d4cbaa61477e2,,00537___3823812216a50808ac9d4cbaa61477e2.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00537___3823812216a50808ac9d4cbaa61477e2.pdf,.pdf,.pdf,315588,0.3,GHANA_B,files,True,False,00537___3823812216a50808ac9d4cbaa61477e2.pdf|315588,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_1864c17bcc71,00406___9f480d333bef1af8d25af53d8d98a742,,00406___9f480d333bef1af8d25af53d8d98a742.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00406___9f480d333bef1af8d25af53d8d98a742.pdf,.pdf,.pdf,315049,0.3,GHANA_B,files,True,False,00406___9f480d333bef1af8d25af53d8d98a742.pdf|315049,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_76d4d6446341,00418___5e2a23725630a60d5c283fe57c8b4899,,00418___5e2a23725630a60d5c283fe57c8b4899.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00418___5e2a23725630a60d5c283fe57c8b4899.pdf,.pdf,.pdf,326011,0.31,GHANA_B,files,True,False,00418___5e2a23725630a60d5c283fe57c8b4899.pdf|326011,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_448176436abb,00430___0717e1eb43029c91aa1fa384f0f0723f,,00430___0717e1eb43029c91aa1fa384f0f0723f.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00430___0717e1eb43029c91aa1fa384f0f0723f.pdf,.pdf,.pdf,326752,0.31,GHANA_B,files,True,False,00430___0717e1eb43029c91aa1fa384f0f0723f.pdf|326752,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_54b73fe8eff4,00442___7eebec34d12f070fba6d65f05d4219f0,,00442___7eebec34d12f070fba6d65f05d4219f0.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00442___7eebec34d12f070fba6d65f05d4219f0.pdf,.pdf,.pdf,313754,0.3,GHANA_B,files,True,False,00442___7eebec34d12f070fba6d65f05d4219f0.pdf|313754,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_300ff8465086,00454___cfd9a7a4325ccd7fdb05959d25a1ea59,,00454___cfd9a7a4325ccd7fdb05959d25a1ea59.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00454___cfd9a7a4325ccd7fdb05959d25a1ea59.pdf,.pdf,.pdf,271744,0.26,GHANA_B,files,True,False,00454___cfd9a7a4325ccd7fdb05959d25a1ea59.pdf|271744,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_6631357efd88,00466___9e5d963c8c0af03a9fa77b2864d49173,,00466___9e5d963c8c0af03a9fa77b2864d49173.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00466___9e5d963c8c0af03a9fa77b2864d49173.pdf,.pdf,.pdf,318671,0.3,GHANA_B,files,True,False,00466___9e5d963c8c0af03a9fa77b2864d49173.pdf|318671,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_5c42f30fb6e8,00478___fd483ef3161ee72f08d0d159924b2a34,,00478___fd483ef3161ee72f08d0d159924b2a34.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00478___fd483ef3161ee72f08d0d159924b2a34.pdf,.pdf,.pdf,312709,0.3,GHANA_B,files,True,False,00478___fd483ef3161ee72f08d0d159924b2a34.pdf|312709,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_17e5b7280fa4,00490___ed4e42b20d18285f1dc50d4a93a0cea5,,00490___ed4e42b20d18285f1dc50d4a93a0cea5.pdf,SOURCE_ARCHIVE/GHANA_B/LIBRA1/Theoretical_reading/comp_math_sci/multivariate statistical analysis/files/00490___ed4e42b20d18285f1dc50d4a93a0cea5.pdf,.pdf,.pdf,317055,0.3,GHANA_B,files,True,False,00490___ed4e42b20d18285f1dc50d4a93a0cea5.pdf|317055,1,False,Unknown,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
