corpus_item_id,title_candidate,author_candidate,filename,path_norm,ext,mime_or_ext,size_bytes,size_mb,topdir,folder,source_solemon_crawl,source_recoll_manifest,dedupe_key,duplicate_group_size,is_duplicate_candidate,corpus_class_preliminary,evidence_grade,verification_status,claim_use_allowed,notes
DOC_fb26859706f0,Siddharth Nagar_Bijli_Paani,,Siddharth Nagar_Bijli_Paani.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/Siddharth Nagar_Bijli_Paani.pdf,.pdf,.pdf,6983898,6.66,AMBIJAT2GDRIVE,AMBIJAT2GDRIVE,True,False,siddharth nagar_bijli_paani.pdf|6983898,1,False,Noise,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_9256087eee82,1404635706,,1404635706.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/1404635706.pdf,.pdf,.pdf,133920,0.13,AMBIJAT2GDRIVE,AMBIJAT2GDRIVE,True,False,1404635706.pdf|133920,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_63f8a11a2909,"afghanistan iran trade and transit agreements, li...",,"afghanistan iran trade and transit agreements, li....docx","SOURCE_ARCHIVE/AMBIJAT2GDRIVE/afghanistan iran trade and transit agreements, li....docx",.docx,.docx,8422,0.01,AMBIJAT2GDRIVE,AMBIJAT2GDRIVE,True,False,"afghanistan iran trade and transit agreements, li....docx|8422",1,False,Core,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_3651e5c65198,annual_pass_receipt,,annual_pass_receipt.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/annual_pass_receipt.pdf,.pdf,.pdf,221437,0.21,AMBIJAT2GDRIVE,AMBIJAT2GDRIVE,True,False,annual_pass_receipt.pdf|221437,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_ba392dc00490,CPCS_D_17_00020,,CPCS_D_17_00020.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/CPCS_D_17_00020.pdf,.pdf,.pdf,655895,0.63,AMBIJAT2GDRIVE,AMBIJAT2GDRIVE,True,False,cpcs_d_17_00020.pdf|655895,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_fa7f18241c15,GIS for the Area Studies,,GIS for the Area Studies.docx,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/GIS for the Area Studies.docx,.docx,.docx,236629,0.23,AMBIJAT2GDRIVE,AMBIJAT2GDRIVE,True,False,gis for the area studies.docx|236629,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_c8385caded87,houseallotment,,houseallotment.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/houseallotment.pdf,.pdf,.pdf,268617,0.26,AMBIJAT2GDRIVE,AMBIJAT2GDRIVE,True,False,houseallotment.pdf|268617,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_579a359e7239,neeti_full,,neeti_full.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/neeti_full.pdf,.pdf,.pdf,39552640,37.72,AMBIJAT2GDRIVE,AMBIJAT2GDRIVE,True,False,neeti_full.pdf|39552640,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_fdc88900334e,pihumedicalbills,,pihumedicalbills.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/pihumedicalbills.pdf,.pdf,.pdf,5914986,5.64,AMBIJAT2GDRIVE,AMBIJAT2GDRIVE,True,False,pihumedicalbills.pdf|5914986,1,False,Noise,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_a62a23c1be51,LECTURE10a,,LECTURE10a.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/LECTURE10a.pdf,.pdf,.pdf,1978044,1.89,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture10a.pdf|1978044,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_95c5351ea68a,LECTURE10b,,LECTURE10b.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/LECTURE10b.pdf,.pdf,.pdf,355052,0.34,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture10b.pdf|355052,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_19fbb1f7c213,LECTURE11a,,LECTURE11a.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/LECTURE11a.pdf,.pdf,.pdf,1671679,1.59,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture11a.pdf|1671679,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_740ec7c28625,LECTURE11b,,LECTURE11b.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/LECTURE11b.pdf,.pdf,.pdf,656858,0.63,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture11b.pdf|656858,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_08e4dbcc6074,LECTURE12a,,LECTURE12a.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/LECTURE12a.pdf,.pdf,.pdf,689211,0.66,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture12a.pdf|689211,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_74480a32a7c1,LECTURE12b,,LECTURE12b.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/LECTURE12b.pdf,.pdf,.pdf,784297,0.75,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture12b.pdf|784297,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_a5b692a1b5f9,LECTURE13,,LECTURE13.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/LECTURE13.pdf,.pdf,.pdf,533251,0.51,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture13.pdf|533251,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_e554a2109540,lecture1a,,lecture1a.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture1a.pdf,.pdf,.pdf,5615710,5.36,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture1a.pdf|5615710,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_5ef5e364e859,lecture1b,,lecture1b.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture1b.pdf,.pdf,.pdf,4618448,4.4,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture1b.pdf|4618448,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_fbb6c0c980a4,lecture2a,,lecture2a.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture2a.pdf,.pdf,.pdf,835953,0.8,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture2a.pdf|835953,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_40adf55a9433,lecture2b,,lecture2b.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture2b.pdf,.pdf,.pdf,2732404,2.61,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture2b.pdf|2732404,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_f68457f68a05,lecture3a,,lecture3a.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture3a.pdf,.pdf,.pdf,5065555,4.83,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture3a.pdf|5065555,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_717b5da6abd2,lecture3b,,lecture3b.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture3b.pdf,.pdf,.pdf,1961115,1.87,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture3b.pdf|1961115,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_bf11184d5c2b,lecture4a,,lecture4a.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture4a.pdf,.pdf,.pdf,8355885,7.97,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture4a.pdf|8355885,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_9f92134cca21,lecture4b,,lecture4b.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture4b.pdf,.pdf,.pdf,3192539,3.04,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture4b.pdf|3192539,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_bab0cdea5437,lecture5a,,lecture5a.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture5a.pdf,.pdf,.pdf,1201512,1.15,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture5a.pdf|1201512,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_ea0d53b678a6,lecture5b,,lecture5b.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture5b.pdf,.pdf,.pdf,3356092,3.2,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture5b.pdf|3356092,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_bd4a4c65e258,lecture6a,,lecture6a.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture6a.pdf,.pdf,.pdf,10433539,9.95,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture6a.pdf|10433539,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_938dd9ee32bd,lecture6b,,lecture6b.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture6b.pdf,.pdf,.pdf,8474297,8.08,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture6b.pdf|8474297,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_02c10330b08f,lecture7a,,lecture7a.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture7a.pdf,.pdf,.pdf,7538339,7.19,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture7a.pdf|7538339,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_b04be426a3b7,lecture7b,,lecture7b.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture7b.pdf,.pdf,.pdf,1063663,1.01,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture7b.pdf|1063663,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_7dd39d5621da,lecture7c,,lecture7c.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture7c.pdf,.pdf,.pdf,2659940,2.54,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture7c.pdf|2659940,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_a3132fdb830a,lecture8a,,lecture8a.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture8a.pdf,.pdf,.pdf,4929665,4.7,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture8a.pdf|4929665,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_08f18076c40e,lecture8b,,lecture8b.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture8b.pdf,.pdf,.pdf,1862937,1.78,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture8b.pdf|1862937,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_4bed49ac232c,lecture8c,,lecture8c.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/lecture8c.pdf,.pdf,.pdf,241339,0.23,AMBIJAT2GDRIVE,MAIS529N,True,False,lecture8c.pdf|241339,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_0b2c123897b5,"Bangladesh approves purchase of 100,000 tonnes wheat from Russia - bdnews24.com",,"Bangladesh approves purchase of 100,000 tonnes wheat from Russia - bdnews24.com.pdf","SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/otherstuff/LECTURE4/Bangladesh approves purchase of 100,000 tonnes wheat from Russia - bdnews24.com.pdf",.pdf,.pdf,73517,0.07,AMBIJAT2GDRIVE,LECTURE4,True,False,"bangladesh approves purchase of 100,000 tonnes wheat from russia - bdnews24.com.pdf|73517",2,True,Core,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_c877f361660e,WOR115,,WOR115.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/otherstuff/LECTURE4/WOR115.pdf,.pdf,.pdf,571637,0.55,AMBIJAT2GDRIVE,LECTURE4,True,False,wor115.pdf|571637,2,True,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_4282abc1fdf8,Agriculture and the WTO Creating a Trading System for Development Ingco-Nash,,Agriculture and the WTO Creating a Trading System for Development Ingco-Nash.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/otherstuff/readings/Agriculture and the WTO Creating a Trading System for Development Ingco-Nash.pdf,.pdf,.pdf,3232818,3.08,AMBIJAT2GDRIVE,readings,True,False,agriculture and the wto creating a trading system for development ingco-nash.pdf|3232818,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_1784250f5457,Borderlines and Borderlands_1n2,,Borderlines and Borderlands_1n2.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/otherstuff/readings/Borderlines and Borderlands_1n2.pdf,.pdf,.pdf,357616,0.34,AMBIJAT2GDRIVE,readings,True,False,borderlines and borderlands_1n2.pdf|357616,2,True,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_0d18d0c7d64b,changed_report_2015_ch1_2,,changed_report_2015_ch1_2.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/otherstuff/readings/changed_report_2015_ch1_2.pdf,.pdf,.pdf,395107,0.38,AMBIJAT2GDRIVE,readings,True,False,changed_report_2015_ch1_2.pdf|395107,2,True,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_d54c98fb4740,Democracy and Authoritarianism in South Asia_1,,Democracy and Authoritarianism in South Asia_1.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/otherstuff/readings/Democracy and Authoritarianism in South Asia_1.pdf,.pdf,.pdf,2925267,2.79,AMBIJAT2GDRIVE,readings,True,False,democracy and authoritarianism in south asia_1.pdf|2925267,2,True,Core,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_1b600266e5b9,sasia_buzan,,sasia_buzan.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/MAIS529N/otherstuff/readings/sasia_buzan.pdf,.pdf,.pdf,180666,0.17,AMBIJAT2GDRIVE,readings,True,False,sasia_buzan.pdf|180666,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_4c4237bf7c6c,Rasanayagam_ch3,,Rasanayagam_ch3.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/SEMESTER/Rasanayagam_ch3.pdf,.pdf,.pdf,1837703,1.75,AMBIJAT2GDRIVE,SEMESTER,True,False,rasanayagam_ch3.pdf|1837703,4,True,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_2f59c3804a58,Rashid_13-14,,Rashid_13-14.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/SEMESTER/Rashid_13-14.pdf,.pdf,.pdf,349671,0.33,AMBIJAT2GDRIVE,SEMESTER,True,False,rashid_13-14.pdf|349671,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_3d5c371fc06f,LouisDupreeChapter1-11,,LouisDupreeChapter1-11.PDF,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/SEMESTER/LOUIDUPREE/LouisDupreeChapter1-11.PDF,.pdf,.pdf,17613124,16.8,AMBIJAT2GDRIVE,LOUIDUPREE,True,False,louisdupreechapter1-11.pdf|17613124,7,True,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_343625d23aca,LouisDupreeChapter12-20,,LouisDupreeChapter12-20.PDF,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/SEMESTER/LOUIDUPREE/LouisDupreeChapter12-20.PDF,.pdf,.pdf,11107612,10.59,AMBIJAT2GDRIVE,LOUIDUPREE,True,False,louisdupreechapter12-20.pdf|11107612,7,True,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_099a78b35caa,LouisDupreeChapter21-end,,LouisDupreeChapter21-end.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/SEMESTER/LOUIDUPREE/LouisDupreeChapter21-end.pdf,.pdf,.pdf,15320728,14.61,AMBIJAT2GDRIVE,LOUIDUPREE,True,False,louisdupreechapter21-end.pdf|15320728,7,True,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_b6a4f8907965,CDSL_NOMINATION_FORM,,CDSL_NOMINATION_FORM.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/sharekhan/CDSL_NOMINATION_FORM.pdf,.pdf,.pdf,1325256,1.26,AMBIJAT2GDRIVE,sharekhan,True,False,cdsl_nomination_form.pdf|1325256,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_8e76a33fe08d,CDSL_NOMINATION_FORM_filled,,CDSL_NOMINATION_FORM_filled.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/sharekhan/CDSL_NOMINATION_FORM_filled.pdf,.pdf,.pdf,718577,0.69,AMBIJAT2GDRIVE,sharekhan,True,False,cdsl_nomination_form_filled.pdf|718577,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_86d754b4619a,NOMINATION FORM - Sharekhan - Revised,,NOMINATION FORM - Sharekhan - Revised.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/sharekhan/NOMINATION FORM - Sharekhan - Revised.pdf,.pdf,.pdf,647407,0.62,AMBIJAT2GDRIVE,sharekhan,True,False,nomination form - sharekhan - revised.pdf|647407,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_ea0d601e80b3,02927f12-9798-421b-8ae8-5f523fa525d9,,02927f12-9798-421b-8ae8-5f523fa525d9.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/tyre/02927f12-9798-421b-8ae8-5f523fa525d9.pdf,.pdf,.pdf,180523,0.17,AMBIJAT2GDRIVE,tyre,True,False,02927f12-9798-421b-8ae8-5f523fa525d9.pdf|180523,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_f4e106a79faa,TIMSUN TS 660 140_70-17 TUBELESS REAR TWO-WHEELER TYRE,,TIMSUN TS 660 140_70-17 TUBELESS REAR TWO-WHEELER TYRE.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/tyre/TIMSUN TS 660 140_70-17 TUBELESS REAR TWO-WHEELER TYRE.pdf,.pdf,.pdf,1128716,1.08,AMBIJAT2GDRIVE,tyre,True,False,timsun ts 660 140_70-17 tubeless rear two-wheeler tyre.pdf|1128716,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_544fafbe63c6,Vredestein Centauro ST 160 60 ZR 17 Tubeless 69 W Rear Two Wheeler Tyre Price - Buy Vredestein Centauro ST 160 60 ZR 17 Tubeless 69 W Rear Two Wheeler Tyre Online,,Vredestein Centauro ST 160 60 ZR 17 Tubeless 69 W Rear Two Wheeler Tyre Price - Buy Vredestein Centauro ST 160 60 ZR 17 Tubeless 69 W Rear Two Wheeler Tyre Online.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/tyre/Vredestein Centauro ST 160 60 ZR 17 Tubeless 69 W Rear Two Wheeler Tyre Price - Buy Vredestein Centauro ST 160 60 ZR 17 Tubeless 69 W Rear Two Wheeler Tyre Online.pdf,.pdf,.pdf,877765,0.84,AMBIJAT2GDRIVE,tyre,True,False,vredestein centauro st 160 60 zr 17 tubeless 69 w rear two wheeler tyre price - buy vredestein centauro st 160 60 zr 17 tubeless 69 w rear two wheeler tyre online.pdf|877765,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_592e2e6ef436,fef_lec1,,fef_lec1.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/2021/FEFU_LECTURES/latex/fef_lec1.pdf,.pdf,.pdf,94783,0.09,AMBIJAT2GDRIVE,latex,True,False,fef_lec1.pdf|94783,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_c3f508365db5,felec1,,felec1.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/2021/FEFU_LECTURES/lec1/felec1.pdf,.pdf,.pdf,2782892,2.65,AMBIJAT2GDRIVE,lec1,True,False,felec1.pdf|2782892,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_51b261c4f21c,felec2,,felec2.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/2021/FEFU_LECTURES/lec2/felec2.pdf,.pdf,.pdf,4077129,3.89,AMBIJAT2GDRIVE,lec2,True,False,felec2.pdf|4077129,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_65304b254e5f,felec3,,felec3.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/2021/FEFU_LECTURES/lec3/felec3.pdf,.pdf,.pdf,379303,0.36,AMBIJAT2GDRIVE,lec3,True,False,felec3.pdf|379303,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_785bb6c6f877,Geopolitics Ratzelian Determinism ch 3_4 ,,Geopolitics Ratzelian Determinism ch 3_4 .pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/2021/FEFU_LECTURES/resources/Geopolitics Ratzelian Determinism ch 3_4 .pdf,.pdf,.pdf,1281052,1.22,AMBIJAT2GDRIVE,resources,True,False,geopolitics ratzelian determinism ch 3_4 .pdf|1281052,1,False,Core,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_387d7934345d,Hunter Biden Claim Prompts Pushback From Facebook and Twitter - The New York Times,,Hunter Biden Claim Prompts Pushback From Facebook and Twitter - The New York Times.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/2021/FEFU_LECTURES/resources/Hunter Biden Claim Prompts Pushback From Facebook and Twitter - The New York Times.pdf,.pdf,.pdf,183801,0.18,AMBIJAT2GDRIVE,resources,True,False,hunter biden claim prompts pushback from facebook and twitter - the new york times.pdf|183801,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_51cdd69488cc,j.1467-9205.2008.01367.x,,j.1467-9205.2008.01367.x.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/2021/FEFU_LECTURES/resources/j.1467-9205.2008.01367.x.pdf,.pdf,.pdf,131288,0.13,AMBIJAT2GDRIVE,resources,True,False,j.1467-9205.2008.01367.x.pdf|131288,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_ca1827e3c61c,olesen_morgan,,olesen_morgan.pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/2021/FEFU_LECTURES/resources/olesen_morgan.pdf,.pdf,.pdf,221154,0.21,AMBIJAT2GDRIVE,resources,True,False,olesen_morgan.pdf|221154,1,False,Peripheral,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
DOC_b74b37475cc7,Ontological Arguments (Stanford Encyclopedia of Philosophy),,Ontological Arguments (Stanford Encyclopedia of Philosophy).pdf,SOURCE_ARCHIVE/AMBIJAT2GDRIVE/2021/FEFU_LECTURES/resources/Ontological Arguments (Stanford Encyclopedia of Philosophy).pdf,.pdf,.pdf,521835,0.5,AMBIJAT2GDRIVE,resources,True,False,ontological arguments (stanford encyclopedia of philosophy).pdf|521835,1,False,Core,metadata_only,unverified,inventory_only_until_verified,Preliminary takeover register generated from inherited artifacts; no full-text verification performed in this run.
